               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.029843,            0.013321,           0.0076232,             0.89741,             0.90342,             0.92718,             0.63036,            0.030795,           0.0092754,             0.00984,            0.007459,            0.007459,            0.007459
                 156,            0.030227,            0.013603,           0.0074177,              0.9142,              0.9046,             0.92066,             0.63204,             0.03026,           0.0091124,            0.009139,           0.0074425,           0.0074425,           0.0074425
                 157,            0.030108,            0.013416,           0.0073486,             0.90993,             0.90723,             0.92486,              0.6247,            0.030412,           0.0092338,            0.010181,            0.007426,            0.007426,            0.007426
                 158,            0.029806,            0.013581,           0.0079517,             0.90975,              0.8927,             0.92418,             0.62863,            0.030898,           0.0091445,             0.01024,           0.0074095,           0.0074095,           0.0074095
                 159,             0.03006,            0.013471,           0.0077441,             0.90449,             0.90496,             0.92342,              0.6316,            0.030547,           0.0091146,           0.0098255,            0.007393,            0.007393,            0.007393
                 160,            0.029757,             0.01326,            0.007881,             0.89887,              0.9172,             0.92598,             0.63587,            0.030494,           0.0091804,           0.0097439,           0.0073765,           0.0073765,           0.0073765
                 161,            0.029722,            0.013417,           0.0073575,             0.90566,             0.90665,             0.92303,             0.62594,            0.030446,           0.0092831,            0.010193,             0.00736,             0.00736,             0.00736
                 162,             0.02986,            0.013361,            0.007504,             0.89999,             0.90548,             0.92416,             0.63848,            0.030272,           0.0092239,            0.010139,           0.0073435,           0.0073435,           0.0073435
                 163,            0.029407,            0.013498,           0.0079107,              0.9063,             0.90607,              0.9246,              0.6302,            0.030648,           0.0092916,            0.010745,            0.007327,            0.007327,            0.007327
                 164,            0.029684,            0.013395,           0.0077747,             0.92111,             0.88606,               0.924,             0.62223,             0.03099,           0.0092583,            0.010378,           0.0073105,           0.0073105,           0.0073105
                 165,            0.029714,            0.013271,           0.0077502,             0.90323,             0.89075,             0.92778,             0.63612,             0.03027,           0.0090434,           0.0098058,            0.007294,            0.007294,            0.007294
                 166,            0.029751,            0.013523,           0.0070876,             0.92368,             0.88121,             0.92234,             0.62865,            0.030524,           0.0092564,            0.010432,           0.0072775,           0.0072775,           0.0072775
                 167,            0.029878,            0.013481,           0.0073363,             0.89656,             0.90961,             0.92528,             0.62605,            0.030453,           0.0092112,           0.0098303,            0.007261,            0.007261,            0.007261
                 168,            0.029606,            0.013282,            0.007404,             0.90155,             0.90326,             0.92486,             0.62894,            0.030635,           0.0092818,             0.01002,           0.0072445,           0.0072445,           0.0072445
                 169,             0.02963,            0.013343,           0.0074401,             0.89996,             0.90431,             0.92218,             0.63147,            0.030376,           0.0091845,           0.0098255,            0.007228,            0.007228,            0.007228
                 170,            0.029719,            0.013431,            0.007595,              0.9045,             0.89497,             0.91846,             0.62256,            0.030869,           0.0093072,            0.011319,           0.0072115,           0.0072115,           0.0072115
                 171,            0.029464,            0.013647,           0.0077424,             0.90602,               0.893,              0.9174,             0.62219,            0.030678,           0.0093342,            0.011023,            0.007195,            0.007195,            0.007195
                 172,            0.029863,            0.013427,           0.0072241,             0.90209,             0.89921,             0.91504,             0.62817,            0.030405,           0.0092039,            0.010449,           0.0071785,           0.0071785,           0.0071785
                 173,            0.030043,            0.013839,           0.0073211,               0.896,             0.90358,             0.92139,             0.62566,             0.03042,            0.009208,            0.010746,            0.007162,            0.007162,            0.007162
                 174,            0.029048,            0.013275,           0.0075531,             0.91418,             0.89807,             0.92841,             0.62542,            0.030907,           0.0092513,            0.010301,           0.0071455,           0.0071455,           0.0071455
                 175,            0.029014,            0.013541,           0.0069329,             0.90594,              0.8942,               0.922,             0.62848,            0.030461,           0.0092977,            0.010937,            0.007129,            0.007129,            0.007129
                 176,            0.029662,            0.013101,           0.0076999,             0.91961,             0.90642,             0.92679,             0.63104,            0.030114,           0.0091979,           0.0092577,           0.0071125,           0.0071125,           0.0071125
                 177,            0.029399,            0.013517,           0.0073323,             0.91264,              0.9127,             0.92618,             0.63384,            0.030291,           0.0091826,           0.0094126,            0.007096,            0.007096,            0.007096
                 178,             0.02929,            0.013231,           0.0073594,             0.91725,             0.88971,             0.92241,               0.633,            0.030406,           0.0091829,            0.010368,           0.0070795,           0.0070795,           0.0070795
                 179,            0.029328,            0.013751,           0.0073275,             0.90933,             0.88669,             0.91338,             0.63879,            0.029954,           0.0090961,            0.010852,            0.007063,            0.007063,            0.007063
                 180,            0.029292,            0.013545,            0.007364,             0.90751,             0.90106,             0.92565,             0.63441,             0.03059,           0.0091766,           0.0099442,           0.0070465,           0.0070465,           0.0070465
                 181,            0.029025,            0.013326,           0.0075436,             0.89413,               0.917,             0.92844,             0.63442,            0.030479,           0.0091518,           0.0093235,             0.00703,             0.00703,             0.00703
                 182,            0.029131,            0.013374,           0.0070734,             0.90083,              0.9049,             0.92401,             0.62798,            0.030446,           0.0092468,           0.0099152,           0.0070135,           0.0070135,           0.0070135
                 183,            0.029693,            0.013533,           0.0076381,             0.90219,             0.90772,             0.92331,             0.63306,            0.030514,           0.0091902,            0.010132,            0.006997,            0.006997,            0.006997
                 184,            0.029199,            0.013154,           0.0076952,             0.92116,             0.88604,             0.91981,             0.63346,            0.030311,           0.0091817,              0.0105,           0.0069805,           0.0069805,           0.0069805
                 185,            0.029365,            0.013163,           0.0070266,             0.90641,             0.90636,             0.92575,             0.63972,            0.030105,           0.0092402,            0.010037,            0.006964,            0.006964,            0.006964
                 186,             0.02943,            0.013221,           0.0071203,             0.89945,             0.91882,             0.92856,             0.62512,            0.030882,           0.0094242,           0.0094111,           0.0069475,           0.0069475,           0.0069475
                 187,             0.02914,            0.013536,            0.007192,             0.91257,              0.9064,             0.92716,             0.63211,            0.030255,           0.0092395,            0.010696,            0.006931,            0.006931,            0.006931
                 188,            0.029215,            0.013409,           0.0070188,             0.91316,             0.90717,             0.92395,             0.63428,            0.030352,           0.0092646,           0.0098463,           0.0069145,           0.0069145,           0.0069145
                 189,            0.029011,             0.01336,           0.0072373,             0.89493,             0.90397,              0.9195,             0.63217,            0.030565,            0.009299,            0.010095,            0.006898,            0.006898,            0.006898
                 190,            0.029163,            0.013344,           0.0069075,             0.90938,             0.90891,             0.92048,             0.63454,            0.030147,           0.0091807,           0.0098904,           0.0068815,           0.0068815,           0.0068815
                 191,            0.029152,            0.013463,           0.0071191,              0.9141,             0.90887,             0.91593,             0.63244,            0.030268,           0.0091807,            0.010547,            0.006865,            0.006865,            0.006865
                 192,            0.029204,            0.013297,           0.0071891,             0.90142,             0.90521,             0.92421,             0.63255,            0.030279,           0.0091937,           0.0099801,           0.0068485,           0.0068485,           0.0068485
                 193,            0.029246,             0.01335,           0.0075477,             0.90903,             0.90549,             0.92607,             0.62859,            0.030339,           0.0092691,           0.0095525,            0.006832,            0.006832,            0.006832
                 194,            0.029375,            0.013214,           0.0072916,             0.91738,              0.8964,             0.92022,             0.62342,            0.030372,           0.0093193,              0.0102,           0.0068155,           0.0068155,           0.0068155
                 195,            0.029041,             0.01332,           0.0069686,             0.91841,             0.88422,             0.91814,             0.63371,            0.030525,           0.0093307,            0.010928,            0.006799,            0.006799,            0.006799
                 196,            0.029226,            0.013193,           0.0069777,             0.90822,             0.89726,             0.92324,             0.63292,            0.029959,           0.0092026,            0.010635,           0.0067825,           0.0067825,           0.0067825
                 197,            0.029302,            0.013472,           0.0075675,             0.91167,             0.91326,             0.92857,             0.62882,            0.030258,           0.0093466,            0.010138,            0.006766,            0.006766,            0.006766
                 198,            0.028883,            0.013057,           0.0071736,             0.91193,             0.90024,             0.92502,             0.62803,             0.03011,           0.0092309,           0.0099589,           0.0067495,           0.0067495,           0.0067495
                 199,            0.028842,            0.013458,           0.0071333,             0.91959,             0.90037,             0.92196,             0.63303,            0.030177,           0.0092618,            0.010542,            0.006733,            0.006733,            0.006733
                 200,            0.029291,            0.013621,           0.0070554,             0.91775,             0.88978,             0.92175,             0.62916,            0.030131,           0.0092258,            0.010555,           0.0067165,           0.0067165,           0.0067165
                 201,            0.029372,            0.013397,           0.0069633,             0.90684,             0.89118,             0.91346,             0.62574,            0.030416,           0.0092389,            0.011758,              0.0067,              0.0067,              0.0067
                 202,            0.028875,            0.013563,           0.0070481,              0.9034,             0.89855,              0.9218,             0.62358,             0.03069,           0.0092125,            0.010682,           0.0066835,           0.0066835,           0.0066835
                 203,            0.029285,            0.013266,           0.0072698,             0.91461,             0.90039,             0.92415,             0.62951,            0.030477,           0.0091937,            0.010747,            0.006667,            0.006667,            0.006667
                 204,            0.029185,            0.013558,           0.0072118,             0.89652,             0.91454,             0.92484,              0.6357,            0.030331,           0.0092328,             0.01054,           0.0066505,           0.0066505,           0.0066505
                 205,            0.029271,            0.013459,           0.0068143,             0.91028,             0.91062,             0.92993,             0.63756,            0.030224,           0.0092128,            0.010029,            0.006634,            0.006634,            0.006634
                 206,            0.029332,            0.013196,           0.0070007,             0.91802,             0.88999,             0.92401,             0.62101,            0.030609,           0.0093199,              0.0108,           0.0066175,           0.0066175,           0.0066175
                 207,            0.029036,             0.01326,           0.0072433,             0.90726,             0.90148,             0.92168,             0.62354,            0.030434,           0.0093012,            0.011217,            0.006601,            0.006601,            0.006601
                 208,             0.02882,            0.013179,           0.0069943,              0.8984,             0.90671,             0.92247,             0.62632,            0.030569,           0.0093168,            0.011204,           0.0065845,           0.0065845,           0.0065845
                 209,            0.029053,            0.013119,           0.0071403,             0.91018,             0.89821,             0.91619,             0.62209,            0.030614,           0.0093053,              0.0115,            0.006568,            0.006568,            0.006568
                 210,             0.02912,            0.013336,           0.0068663,             0.91349,              0.9015,             0.92469,             0.63121,            0.030412,           0.0092332,            0.010991,           0.0065515,           0.0065515,           0.0065515
                 211,            0.029131,            0.013159,           0.0070502,             0.89697,              0.9134,             0.92707,              0.6325,            0.030422,           0.0092382,            0.010836,            0.006535,            0.006535,            0.006535
                 212,            0.029071,            0.013113,           0.0067773,             0.91547,             0.88813,             0.92238,             0.62807,            0.030305,           0.0092042,            0.010966,           0.0065185,           0.0065185,           0.0065185
                 213,            0.029242,            0.013315,           0.0074896,             0.88969,             0.89705,             0.92262,             0.63276,            0.029943,           0.0091667,            0.011423,            0.006502,            0.006502,            0.006502
                 214,            0.028525,            0.013357,           0.0071836,             0.89846,             0.89824,             0.92223,             0.63231,            0.030203,           0.0092131,            0.010933,           0.0064855,           0.0064855,           0.0064855
                 215,            0.028681,            0.013428,           0.0068973,             0.91152,             0.88751,              0.9247,             0.63274,            0.030328,           0.0092392,            0.010588,            0.006469,            0.006469,            0.006469
                 216,             0.02899,            0.013051,           0.0068537,             0.91495,             0.88198,             0.92045,             0.63015,            0.030485,            0.009298,            0.010882,           0.0064525,           0.0064525,           0.0064525
                 217,            0.029343,            0.013251,           0.0070074,             0.90601,             0.90041,             0.92275,             0.63331,            0.030333,            0.009222,            0.010869,            0.006436,            0.006436,            0.006436
                 218,            0.028738,            0.013101,           0.0072609,             0.90665,             0.90661,             0.92402,             0.63639,            0.030077,           0.0092096,            0.011145,           0.0064195,           0.0064195,           0.0064195
                 219,            0.028946,            0.013306,           0.0066133,             0.91567,             0.90691,             0.93027,             0.63816,            0.030252,           0.0092497,            0.010708,            0.006403,            0.006403,            0.006403
                 220,            0.029091,            0.012879,           0.0069932,              0.9089,             0.90615,             0.93109,             0.63411,             0.03011,           0.0091934,            0.010252,           0.0063865,           0.0063865,           0.0063865
                 221,            0.029053,            0.012955,           0.0068765,             0.89981,             0.90256,             0.92932,             0.63735,            0.029845,            0.009175,            0.010531,             0.00637,             0.00637,             0.00637
                 222,            0.028995,            0.013138,           0.0073339,             0.89682,             0.91408,             0.92973,             0.63265,            0.030148,           0.0092208,            0.010631,           0.0063535,           0.0063535,           0.0063535
                 223,            0.028607,            0.013255,           0.0071061,             0.90155,              0.8963,             0.93147,             0.62895,            0.030504,           0.0092719,            0.010432,            0.006337,            0.006337,            0.006337
                 224,            0.028716,            0.012934,           0.0066773,              0.8973,             0.91264,             0.92883,             0.63291,            0.030306,           0.0091801,            0.010098,           0.0063205,           0.0063205,           0.0063205
                 225,            0.028993,            0.013051,           0.0071825,              0.9127,             0.89543,             0.92479,             0.63248,            0.030188,           0.0091139,             0.01083,            0.006304,            0.006304,            0.006304
                 226,            0.028806,            0.013032,            0.007003,             0.90205,             0.90728,             0.93075,             0.63551,            0.030078,           0.0091826,            0.010384,           0.0062875,           0.0062875,           0.0062875
                 227,            0.028819,            0.013128,            0.006807,             0.89605,             0.90658,             0.93014,             0.63892,            0.030202,           0.0092322,            0.010161,            0.006271,            0.006271,            0.006271
                 228,            0.028666,            0.013099,           0.0069781,             0.90857,             0.90307,             0.92965,             0.63705,            0.029965,           0.0092436,            0.010201,           0.0062545,           0.0062545,           0.0062545
                 229,            0.029103,            0.012815,           0.0072816,             0.91699,              0.9106,             0.93007,             0.63671,            0.029941,           0.0092411,             0.01016,            0.006238,            0.006238,            0.006238
                 230,            0.028559,            0.013257,           0.0070458,             0.91321,             0.90207,             0.92474,             0.63954,            0.029922,           0.0091839,            0.010791,           0.0062215,           0.0062215,           0.0062215
                 231,            0.028681,            0.013272,           0.0067772,             0.91634,             0.91138,             0.92905,             0.64154,            0.029875,           0.0091718,            0.010418,            0.006205,            0.006205,            0.006205
                 232,            0.028624,            0.013308,           0.0069787,             0.89649,             0.90318,             0.92169,             0.63592,             0.02997,           0.0091511,            0.011155,           0.0061885,           0.0061885,           0.0061885
                 233,            0.028727,            0.013061,           0.0067835,              0.8972,             0.89921,             0.92794,             0.63771,            0.029941,           0.0090809,            0.010403,            0.006172,            0.006172,            0.006172
                 234,            0.028741,            0.013359,           0.0070256,             0.89818,             0.90594,              0.9322,             0.64338,             0.02985,           0.0091187,            0.010239,           0.0061555,           0.0061555,           0.0061555
                 235,            0.028321,            0.013085,           0.0068813,             0.89604,              0.9026,             0.92396,             0.63749,            0.029835,           0.0091581,            0.011011,            0.006139,            0.006139,            0.006139
                 236,            0.028461,            0.013247,           0.0069483,             0.90153,              0.8957,             0.92748,             0.63512,            0.030149,           0.0092411,            0.010952,           0.0061225,           0.0061225,           0.0061225
                 237,            0.028377,             0.01329,           0.0069524,             0.89208,             0.90537,             0.93065,             0.63282,            0.030263,           0.0092939,            0.010823,            0.006106,            0.006106,            0.006106
                 238,             0.02902,            0.013144,           0.0066096,             0.89348,             0.90602,             0.92594,             0.63023,            0.030114,            0.009215,            0.010838,           0.0060895,           0.0060895,           0.0060895
                 239,            0.028927,            0.013317,           0.0064364,             0.89543,             0.89782,             0.91972,             0.63035,            0.030068,           0.0091486,            0.011188,            0.006073,            0.006073,            0.006073
                 240,            0.029068,            0.013381,           0.0068096,             0.89784,             0.90506,             0.92323,             0.63092,             0.02997,           0.0091057,            0.010649,           0.0060565,           0.0060565,           0.0060565
                 241,             0.02863,            0.013093,           0.0066384,             0.89533,             0.90222,             0.91759,             0.62756,            0.029989,           0.0091352,            0.010812,             0.00604,             0.00604,             0.00604
                 242,             0.02849,            0.012973,           0.0068374,              0.9047,             0.89785,             0.91411,             0.62664,            0.030114,           0.0091829,             0.01134,           0.0060235,           0.0060235,           0.0060235
                 243,            0.028492,            0.012992,           0.0071342,             0.90644,             0.88339,             0.91388,             0.63124,            0.030043,           0.0091743,            0.011805,            0.006007,            0.006007,            0.006007
                 244,            0.028833,             0.01319,           0.0067225,             0.90501,             0.88972,              0.9203,             0.63426,            0.029805,           0.0091499,            0.011212,           0.0059905,           0.0059905,           0.0059905
                 245,            0.029042,            0.013146,           0.0067983,             0.90935,             0.89489,             0.92471,             0.63715,            0.029719,           0.0091597,            0.010735,            0.005974,            0.005974,            0.005974
                 246,            0.028256,            0.013146,           0.0064396,             0.90882,             0.89997,             0.92284,             0.63704,            0.030023,           0.0091858,            0.010992,           0.0059575,           0.0059575,           0.0059575
                 247,            0.028621,            0.013212,           0.0064908,              0.8882,             0.90759,             0.91822,             0.63245,             0.02992,           0.0091546,            0.011868,            0.005941,            0.005941,            0.005941
                 248,            0.028604,            0.013054,           0.0065958,             0.90596,             0.88719,             0.91958,             0.63308,            0.029831,           0.0091604,            0.011529,           0.0059245,           0.0059245,           0.0059245
                 249,            0.028484,             0.01341,           0.0068392,             0.89765,              0.9064,             0.92372,             0.63262,            0.029871,           0.0092119,            0.011214,            0.005908,            0.005908,            0.005908
                 250,            0.028282,            0.013439,           0.0066916,              0.9003,             0.90832,             0.92359,             0.63052,            0.029726,           0.0091915,            0.010669,           0.0058915,           0.0058915,           0.0058915
                 251,            0.028464,            0.013317,           0.0065883,             0.89721,             0.91081,             0.92077,             0.63722,            0.029628,           0.0091613,            0.010628,            0.005875,            0.005875,            0.005875
                 252,            0.028265,             0.01309,            0.006668,             0.89611,             0.90673,             0.91917,             0.63272,            0.029929,           0.0091966,            0.011232,           0.0058585,           0.0058585,           0.0058585
                 253,            0.028527,            0.013191,           0.0069905,             0.90223,             0.90295,             0.92176,             0.63716,            0.029961,           0.0092274,            0.011029,            0.005842,            0.005842,            0.005842
                 254,            0.028182,            0.013038,           0.0066573,             0.90184,             0.91401,             0.92896,             0.63759,            0.029996,           0.0092045,            0.010515,           0.0058255,           0.0058255,           0.0058255
                 255,             0.02828,            0.012783,            0.006827,             0.90104,             0.91509,              0.9308,             0.63944,            0.029916,           0.0091674,            0.010401,            0.005809,            0.005809,            0.005809
                 256,            0.028684,            0.013248,           0.0066076,             0.90271,             0.91335,             0.92823,             0.63749,            0.029736,           0.0092087,            0.010711,           0.0057925,           0.0057925,           0.0057925
                 257,            0.028253,            0.012981,           0.0064774,             0.89568,             0.90233,              0.9209,             0.63001,            0.030026,           0.0092602,            0.010988,            0.005776,            0.005776,            0.005776
                 258,            0.028472,            0.012967,            0.006725,             0.89635,             0.89449,             0.91667,             0.62551,            0.030147,            0.009291,            0.011491,           0.0057595,           0.0057595,           0.0057595
                 259,             0.02846,            0.013193,           0.0069235,              0.8949,             0.89782,              0.9202,             0.62981,            0.029909,           0.0092252,            0.011233,            0.005743,            0.005743,            0.005743
                 260,            0.028352,            0.013105,           0.0064607,             0.88424,             0.91344,             0.91981,             0.62728,            0.030009,           0.0092284,            0.010786,           0.0057265,           0.0057265,           0.0057265
                 261,            0.028174,            0.012756,           0.0069841,             0.90758,              0.8981,             0.92005,             0.63058,            0.029978,           0.0092246,             0.01056,             0.00571,             0.00571,             0.00571
                 262,            0.028496,            0.012869,           0.0068212,             0.88666,             0.91177,             0.91702,             0.62863,            0.029941,           0.0092093,            0.010568,           0.0056935,           0.0056935,           0.0056935
                 263,            0.028804,            0.012899,           0.0067773,             0.89466,             0.91207,              0.9205,             0.62947,            0.029799,           0.0091988,            0.010713,            0.005677,            0.005677,            0.005677
                 264,            0.028142,            0.013024,           0.0067133,             0.90619,             0.90046,             0.92039,             0.62933,            0.029941,           0.0091553,            0.010824,           0.0056605,           0.0056605,           0.0056605
                 265,            0.028264,            0.012942,           0.0065449,             0.88674,               0.901,             0.91763,             0.62997,            0.029842,           0.0091407,            0.011251,            0.005644,            0.005644,            0.005644
                 266,            0.028224,             0.01286,           0.0065975,             0.89059,             0.90889,             0.91806,              0.6306,            0.029833,           0.0091578,            0.011252,           0.0056275,           0.0056275,           0.0056275
                 267,               0.028,             0.01267,           0.0062263,                 0.9,             0.90332,              0.9213,             0.63362,            0.029874,           0.0091588,            0.011123,            0.005611,            0.005611,            0.005611
                 268,            0.028217,            0.012984,           0.0064813,             0.90183,             0.89827,             0.92132,             0.62914,            0.029913,            0.009201,            0.011236,           0.0055945,           0.0055945,           0.0055945
                 269,            0.028019,            0.013246,           0.0063364,              0.9054,             0.88664,             0.92059,             0.63025,            0.029942,           0.0091985,            0.011121,            0.005578,            0.005578,            0.005578
                 270,            0.028367,            0.013016,           0.0067451,             0.90509,             0.87917,             0.91818,              0.6307,            0.029738,           0.0091934,            0.011544,           0.0055615,           0.0055615,           0.0055615
                 271,            0.028304,            0.013101,            0.006322,             0.89226,             0.89408,             0.91858,             0.63383,            0.029787,           0.0091763,            0.011545,            0.005545,            0.005545,            0.005545
                 272,            0.028415,            0.013159,           0.0062699,              0.8952,             0.89011,             0.91916,             0.63379,            0.029826,           0.0091941,            0.011306,           0.0055285,           0.0055285,           0.0055285
                 273,            0.028309,            0.012851,           0.0066327,             0.91417,             0.88983,             0.92591,             0.63549,            0.029891,           0.0091902,            0.010611,            0.005512,            0.005512,            0.005512
                 274,             0.02785,            0.012693,           0.0065826,             0.90787,             0.90007,             0.92615,             0.63567,            0.029903,           0.0092077,            0.010581,           0.0054955,           0.0054955,           0.0054955
                 275,            0.028569,            0.012954,           0.0065306,              0.9012,             0.90469,             0.92755,             0.63732,            0.029822,            0.009113,            0.010458,            0.005479,            0.005479,            0.005479
                 276,            0.028282,            0.013098,           0.0064551,              0.9099,             0.90559,             0.92852,             0.63769,            0.029677,           0.0090561,            0.010179,           0.0054625,           0.0054625,           0.0054625
                 277,            0.027972,            0.013048,           0.0066004,             0.89553,             0.92017,             0.92796,             0.64086,             0.02956,           0.0091095,            0.010563,            0.005446,            0.005446,            0.005446
                 278,            0.027957,            0.012953,           0.0067996,             0.90192,             0.91474,             0.92701,             0.63741,            0.029625,           0.0091283,             0.01047,           0.0054295,           0.0054295,           0.0054295
                 279,            0.028011,            0.012666,           0.0065628,             0.90008,             0.91581,             0.92663,             0.63817,            0.029852,           0.0091861,            0.010697,            0.005413,            0.005413,            0.005413
                 280,            0.027938,            0.012927,           0.0066601,             0.90141,             0.91006,             0.92627,             0.63807,            0.029759,           0.0091718,            0.010846,           0.0053965,           0.0053965,           0.0053965
                 281,            0.028143,            0.012975,           0.0065133,             0.91191,             0.90956,             0.92418,             0.63739,            0.029759,           0.0091788,            0.011048,             0.00538,             0.00538,             0.00538
                 282,            0.027774,            0.012787,            0.006613,             0.90651,             0.91566,             0.92708,              0.6355,            0.029952,           0.0092112,            0.010974,           0.0053635,           0.0053635,           0.0053635
                 283,            0.028276,            0.012967,           0.0069768,              0.9014,             0.91743,             0.93037,             0.63794,            0.029925,           0.0091969,            0.010383,            0.005347,            0.005347,            0.005347
                 284,            0.028005,               0.013,           0.0064542,             0.90382,              0.9215,              0.9304,             0.64122,            0.029859,           0.0091858,            0.010596,           0.0053305,           0.0053305,           0.0053305
                 285,            0.027967,            0.013132,           0.0060739,             0.90369,             0.91711,             0.92894,              0.6398,             0.02992,           0.0092185,            0.010544,            0.005314,            0.005314,            0.005314
                 286,            0.028005,            0.012893,           0.0061997,             0.90247,             0.91986,             0.92785,             0.63822,            0.029718,           0.0091801,            0.010664,           0.0052975,           0.0052975,           0.0052975
                 287,            0.027981,            0.013072,            0.006317,             0.90867,             0.91933,             0.92869,             0.63629,              0.0297,           0.0091604,             0.01075,            0.005281,            0.005281,            0.005281
                 288,            0.027831,            0.012873,           0.0066029,              0.9069,             0.91304,             0.92696,             0.63631,            0.029831,           0.0091502,            0.010897,           0.0052645,           0.0052645,           0.0052645
                 289,            0.028201,            0.012875,           0.0064615,             0.90959,             0.91189,              0.9241,             0.63544,              0.0298,           0.0091464,            0.010925,            0.005248,            0.005248,            0.005248
                 290,            0.028095,            0.012989,           0.0063646,             0.90481,             0.91236,             0.92484,             0.63635,            0.029854,           0.0091241,            0.010541,           0.0052315,           0.0052315,           0.0052315
                 291,            0.027897,            0.013002,            0.006559,             0.90208,             0.90845,             0.92077,               0.635,            0.029931,            0.009168,            0.010924,            0.005215,            0.005215,            0.005215
                 292,            0.028037,            0.012991,           0.0064104,             0.89162,             0.90982,             0.92042,             0.63266,            0.029883,           0.0091928,            0.011144,           0.0051985,           0.0051985,           0.0051985
                 293,            0.028145,            0.013125,            0.006496,             0.88895,             0.90413,             0.92354,             0.63493,            0.029843,           0.0091925,            0.010763,            0.005182,            0.005182,            0.005182
                 294,            0.027623,            0.012983,           0.0062693,             0.90071,             0.89357,             0.92235,               0.632,            0.029773,            0.009244,            0.011033,           0.0051655,           0.0051655,           0.0051655
                 295,            0.027647,            0.013041,           0.0063114,             0.90068,             0.90508,             0.92046,             0.63227,            0.029719,           0.0092704,            0.011044,            0.005149,            0.005149,            0.005149
                 296,            0.027956,            0.012974,           0.0065168,             0.89154,             0.90955,             0.92448,             0.63434,            0.029691,           0.0092395,            0.011017,           0.0051325,           0.0051325,           0.0051325
                 297,             0.02763,            0.012883,           0.0066464,             0.88958,             0.91241,             0.92412,             0.63209,            0.029792,           0.0092246,            0.010875,            0.005116,            0.005116,            0.005116
                 298,            0.027713,            0.012995,           0.0059872,             0.90891,             0.89819,             0.92616,             0.63286,            0.029857,           0.0092417,            0.010799,           0.0050995,           0.0050995,           0.0050995
                 299,            0.027901,            0.012828,           0.0060957,             0.90095,             0.90564,             0.92701,             0.63372,             0.02982,           0.0092424,            0.010709,            0.005083,            0.005083,            0.005083
                 300,            0.027538,            0.012647,           0.0063895,             0.90824,              0.9038,             0.92822,             0.63316,            0.029882,           0.0092389,            0.010496,           0.0050665,           0.0050665,           0.0050665
                 301,            0.027797,            0.012919,           0.0064342,             0.89989,             0.91379,             0.92665,             0.63435,            0.029781,           0.0092169,             0.01051,             0.00505,             0.00505,             0.00505
                 302,            0.027714,            0.012735,           0.0059855,             0.90775,             0.91353,             0.92851,             0.63738,            0.029809,           0.0092433,             0.01067,           0.0050335,           0.0050335,           0.0050335
                 303,             0.02776,            0.012739,           0.0061579,             0.90629,             0.90735,             0.92465,             0.63407,            0.030015,           0.0092971,            0.010908,            0.005017,            0.005017,            0.005017
                 304,            0.027697,             0.01324,           0.0060328,             0.90121,             0.91561,             0.92679,             0.63574,            0.029944,           0.0092751,            0.010814,           0.0050005,           0.0050005,           0.0050005
                 305,            0.027857,            0.012999,           0.0066686,             0.90461,             0.91579,             0.92885,             0.63357,            0.029988,           0.0092853,            0.010865,            0.004984,            0.004984,            0.004984
                 306,            0.027653,            0.013027,            0.006322,             0.91063,             0.91134,             0.92741,             0.63295,            0.029978,           0.0092815,            0.010822,           0.0049675,           0.0049675,           0.0049675
                 307,            0.027902,            0.012656,           0.0059113,             0.90559,             0.91444,             0.92889,             0.63301,            0.030061,           0.0092738,             0.01047,            0.004951,            0.004951,            0.004951
                 308,            0.027478,             0.01293,            0.006239,             0.90661,             0.91164,             0.92672,             0.63193,            0.030029,            0.009277,            0.010461,           0.0049345,           0.0049345,           0.0049345
                 309,            0.027674,            0.012787,           0.0059757,             0.90302,             0.90644,             0.92575,             0.63043,            0.029997,            0.009284,            0.010484,            0.004918,            0.004918,            0.004918
                 310,            0.027641,            0.013137,           0.0059621,             0.90336,              0.9046,             0.92309,              0.6303,            0.029913,           0.0092688,            0.010678,           0.0049015,           0.0049015,           0.0049015
                 311,            0.027339,             0.01277,           0.0058441,              0.9014,             0.91012,             0.92356,             0.63246,            0.029858,           0.0092767,            0.010668,            0.004885,            0.004885,            0.004885
                 312,            0.027769,            0.012822,           0.0060486,              0.9013,             0.89838,             0.92263,             0.63187,            0.029889,           0.0093082,            0.010728,           0.0048685,           0.0048685,           0.0048685
                 313,            0.027462,            0.012871,           0.0060611,             0.89363,             0.90469,             0.92436,             0.63422,            0.029843,           0.0092932,            0.010397,            0.004852,            0.004852,            0.004852
                 314,            0.027574,            0.013048,           0.0063529,             0.90272,             0.89873,             0.92403,             0.63302,            0.029705,           0.0092684,            0.010445,           0.0048355,           0.0048355,           0.0048355
                 315,             0.02786,            0.013197,           0.0062422,             0.90187,             0.90364,             0.92624,             0.63795,            0.029518,           0.0092424,            0.010306,            0.004819,            0.004819,            0.004819
                 316,            0.027554,            0.012641,           0.0061285,             0.89595,             0.90478,             0.92386,             0.63527,            0.029598,           0.0092475,            0.010528,           0.0048025,           0.0048025,           0.0048025
